response,generation,replication,participant_id,read_multiple_versions,generation_size,read_stories,participant_index,transmission_id,transmission_id_hash,network_type,num_stories_to_read,time_taken
"Antibiotics were once effective at solving bacterial infections. Due to overuse, bacteria has evolved to resist effectiveness. One way to solve this is by not using antibiotics in agriculture.",4,27,902,0,3,"['Antibiotics are being overused and in recent years bacteria have started to resist the effects making them less effective.  We need to use antibiotics less and one way to do this is not to deploy them in agriculture.', 'Antibiotics have been used to treat illnesses for a long time and they have been effective. Recently they are not being as effective and bacteria is evolving to resist them. One cause of this is possibly we are using antibiotics too much so the bacteria has become effective and resisting. One cure for this is to begin using antibiotics less. She should be using them less when treating illness and we should also not use them in agriculture products', ""Please note: It's unclear from the instructions whether you want the reconstruction paragraph by paragraph or the overall gist of the article.\n\nEssentially, the article tells us that antibiotic resistance has increases year after year. There was misinformation in the article. Antibiotics only work on bacteria. People have overused them so much that bacteria are now growing resistant to them. The article is recommending that people use them less.""]",1,27,1605,network,3,237879
Antibiotics have been used for a long time to treat bacterial infections however we've been using them so much that they are becoming less effective. We need to cut back on the usage of antibiotics in treatments and don't use them to agricultural purposes. Bacteria are becoming more and more resistant to antibiotics due to how much we've been using them. ,4,27,849,0,3,"['Antibiotics have been used to treat illnesses for a long time and they have been effective. Recently they are not being as effective and bacteria is evolving to resist them. One cause of this is possibly we are using antibiotics too much so the bacteria has become effective and resisting. One cure for this is to begin using antibiotics less. She should be using them less when treating illness and we should also not use them in agriculture products', ""Please note: It's unclear from the instructions whether you want the reconstruction paragraph by paragraph or the overall gist of the article.\n\nEssentially, the article tells us that antibiotic resistance has increases year after year. There was misinformation in the article. Antibiotics only work on bacteria. People have overused them so much that bacteria are now growing resistant to them. The article is recommending that people use them less."", 'Antibiotics are being overused and in recent years bacteria have started to resist the effects making them less effective.  We need to use antibiotics less and one way to do this is not to deploy them in agriculture.']",0,27,1605,network,3,152656
"People are living longer. People used to primarily die of infections, but the invention of antibiotics has increased likelihood of a longer life. Now people most often die of lifestyle related ailments like heart disease. However, due to overuse of antibiotics, resistance has developed and new antibiotics need to be developed. ",4,41,852,0,3,"['People are living longer lives nowadays compared to before. This is due to the discovery of penicillin that is used to develop antibiotics. Whereas people used to die younger due to bacterial infections, now they die later of systemic issues such as heart failure.', ""In the past people were most likely to die at younger ages from infections associated with injuries or wounds. But with the invention of antibiotics, lifestyle ailments such as cardiovascular disease and cancer are responsible for more deaths. Now antibiotics are common and are used at alarming rates and as a result becoming ineffective in battling infection. Bacteria are becoming resistant and new antibiotics need to be developed. If we don't stop abusing the use of antibiotics we will soon, once again have no defense for infection."", ""People were dying due to infection a long time ago, but now they're dying of lifestyle related diseases""]",0,41,1661,network,3,119018
you cant over use antibiotics because it will not be as effective. you should not eat to much foods that contain antibiotics as well. it can have a reverse effect and start removing the good bacteria that you have in your body,4,5,856,0,3,"[""Antibiotics are being overused right now when people get sick. But because of the overuse they are becoming ineffective. They are making a person's body resistant to the antibiotics and they are therefore not helping. They are taking away good bacteria in a person's body."", ""Overuse of antibiotics can lead to bacteria becoming resistant to antibiotics and suppressing good bacteria. It's not just overusing antibiotics but also consuming too much food that has antibiotics. In this way antibiotics can be detrimental to someone's health."", 'The overuse of antibiotics has lowered their efficacy. And now going forward we need to be extra careful or antibiotics may become ineffective. I was aware of this with regards to food however. ']",1,5,53,network,3,301558
"Antibiotic-resistant bacteria have become a problem. Overuse, even in situations where antibiotic treatment is not required, has led to strains that have become resistant to treatment.",4,6,858,0,3,"[""Antibiotics have helped us to overcome diseases in the past. But frequent use of antibiotics, even for illnesses that don't require antibiotic treatment, has given rise to antibiotic-resistant bacteria which has reduced the efficiency and effectiveness of the use of antibiotics. "", 'Antibiotics are being over used and the bacteria is becoming resistance to them . People believe that over prescription, over population or eating meat may cause the issue.', 'Antibiotics is an important drug that is used to treat bacteria.  in recent years we have been getting antibiotics more often so the bacteria is becoming resistant to the medicine and its effectiveness.']",1,6,54,network,3,263333
The overuse of antibacterial medications can cause people to become resistant to the effects of the medications and they become ineffective. ,4,40,860,0,3,['It said that antibitoics are overused and because of that viruses and bacteria become resistant to them. '],1,40-1,1596704,chain,1,119998
"It is important to keep up with doctors appointments and regular preventative check-ups as these are measures that could save your life (breast cancer screening, routine lab work, etc.). Most insurances cover preventative costs at 100%, so why not take advantage of this and protect your health? Technology and medical advances are top notch and they can detect any pre-cancers and/or diseases that can harm your body. It's important to take care of your health otherwise many people can die of preventative diseases.",4,4,874,0,3,['Many people die of diseases that could have been prevented.'],1,4-1,51416,chain,1,340788
"Overuse of antibiotics, although good at allowing us to live longer lives, has caused reduction of their effectiveness on certain bacteria. Although antibiotics have allowed us to survive diseases that killed us at earlier ages, they have had the effect of allowing us to age long enough to develop diseases like cancers which most likely are fatal to us. ",4,33,859,0,3,"['Antibiotic resistance is causing issues when treating certain diseases. We rely too heavily on antibiotics, which cause them to become in effective overtime. In the early days prior to discovering antibiotics, people lived short lives due to becoming sick or having infections. Now days, people rely too much on these drugs, which make them less effective. We should only use antibiotics if absolutely needed as to combat the resistance issue. A typical ear infection may become extremely difficult to treat if everyone relies on the antibiotics for ever minor ailment. ', 'Cancer and heart disease are relatively new phenomena in human history. Before the development of antibiotics, people typically died of infections before they reached an age at which cancer and heart disease would develop. However, due to overuse of antibiotics, superbugs, bacteria that have evolved immunity to antibiotics, are becoming more prevalent.', 'Antibiotics have allowed humans to live longer. Ironically, the longer life spans brought on other health problems like cancer, which is a result of people living longer. Plus the wide use of antibiotics has made them less effective to new virus strains so doctors recommend usage only when necessary.']",1,33,1632,network,3,204115
"The article was about many people dying from lack of anitbiotics, but now too many people are taking antibiotics and they are becoming reisitent so the antibiotics don't work.",4,24,901,0,3,"['Many people died from common place infections before antibiotics were invented. Now however, many people are becoming antibiotic resistsant due to overuse. ']",1,24-1,1540966,chain,1,90793
"Antibiotics are used to treat illnesses . They are being used even when they are not needed . The bacteria are becoming resistant to the antibiotics . Overuse , overpopulation and eating meat are suggested as being responsible for the resistant bacteria .",4,6,917,0,3,"[""Antibiotics have helped us to overcome diseases in the past. But frequent use of antibiotics, even for illnesses that don't require antibiotic treatment, has given rise to antibiotic-resistant bacteria which has reduced the efficiency and effectiveness of the use of antibiotics. "", 'Antibiotics is an important drug that is used to treat bacteria.  in recent years we have been getting antibiotics more often so the bacteria is becoming resistant to the medicine and its effectiveness.', 'Antibiotics are being over used and the bacteria is becoming resistance to them . People believe that over prescription, over population or eating meat may cause the issue.']",2,6,54,network,3,282219
"Antibiotics have been used for a long time and have been very beneficial in preventing disease and saving lives, but bacteria known as superbugs are becoming immune to them. We need to find ways to kill superbugs before they spread more and kill more people.",4,29,863,0,3,"['THE DISCOVERY AND USE OF ANTIBODIES  TO PREVENT AND CURE INFECTIONS AND DISEASES HAS BEEN USED OVER MANY YEARS BY THE MEDICAL PROFESSION.  SCIENTIST FEAR THAT ONE DAY. SUPER BUGS MAY TAKE OVER. PEOPLE WILL BECOME IMMUNE TO ANTOBODIES, THEY MAY NO LONGER WORK, FROM THE USAGE  OVER SUCH A LONG PERIOD OF TIME. MANY PEOPLE WILL DIE UNLESS THE SUPER BUGS CAN BE PREVENTED AND DESTROYED.', 'The discovery of antibiotics has been a hallmark in the fighting against many infectious diseases, saving many lives since their discovery. For many years antibiotics has been widely used, to the point that has led to the development of some bacterias that have become immune to some antibiotics. These bacterias, called ""Super bugs"", pose a great threat to humans and the need to develop new antibiotics to fight these superbugs that right now are killing many people infected that a few years ago would not die.', 'Antibiotics have helped people overcome illnesses for a long time. The problem is now there are illnesses are viruses that are becoming immune to antibiotics. They are called superbugs and antibiotics right now are not effective in treating the illness. This means that superbugs that are resistant to antibiotics could potentially cause people to die from certain illnesses. ']",1,29,1607,network,3,201123
Antibodies has come to the aid of humans in the form of vaccines which cures many diseases and save lives. However some results in death of the death of peoples due to over usage of the vaccinations and testing.,4,35,862,0,3,"['This articles discusses the benefits of antibiotics in modern times, and how they have allowed people to live longer. however, the overuse of antibiotics has caused bacteria to become resistant, leading to a rise in deaths from infections. If this trend continues, it could lead to over 10 million deaths a year due to infections.', 'The use and availability of antibiotics is useful in curing diseases that once killed people.  However, the overuse of antibiotics results in there being illness that are untreatable to kill people and people again, starting to die at a younger age.', 'People are living longer thanks to antibiotics.  This has led to higher incidence of people dying from disease, such as cancer.  However, due to the overuse of antibiotics, superbugs that are antibiotic resistant have formed, and more people will die of infection again. ']",1,35,1634,network,3,517216
"Before the development of antibiotics (beginning with Alexander Fleming's discovery of penicillin), people frequently died from infections.  Today, lifespans are longer and more often die from other causes, like cancer.  However, the ongoing increase in antibiotic resistance and the emergence of new viral diseases threatens to reverse this trend.",4,26,867,0,3,"['People used to not die of things like cancer because they died of infections first but then antibiotics helped people live longer.', ""Alexander Fleming invented penicillin to fight infections. Long ago people died at a younger age and therefore didn't die from many of the same diseases people die from today. After years of penicillin use people are developing resistances and the treatment isn't as effective as it once was. It is expected that these deaths will rise over time as resistances to penicillin increase."", 'Before the invention of modern antibiotics like penicillin, people frequently died of bacterial infection. The average lifespan was much shorter. Many antibiotics are now becoming obsolete and people are now more susceptible to viral infections. ']",1,26,1604,network,3,238555
Antibiotics are good as they kill bacteria but they are also bad because they make bad bacteria stronger.,4,8,871,0,3,"['The article was about medical and technological advances and its consequences. On one hand, humas can live longer due to medications. One example could be antibiotics. On the other hand, those very antibiotics can make bacteria stronger by killing off only the weak bacteria.']",1,8-1,55260,chain,1,55543
Antibiotics have helped people fend of bacteria for decades. The bacteria can become resistant to our medicines and can stop working. To help with the problem we need to never use antibiotics unless prescribed and needed.,4,15,892,0,3,"['Over the years since their discovery, antibiotics have proven very effective in controlling bacterial infections and have improved and saved the lives of many people. However, because they have been overprescribed, bacteria eventually become immune to the treatment and render it less effective. Serious steps must be taken to prevent overprescribing to help insure better outcomes when treating illnesses with antibiotics.', 'Antibiotics were developed to treat bacterial infections. Before they were developed, many people would die from this issues. Now, people can live longer and healthier lives. Unfortunately, however, we are at risk for rendering these benefits ineffective because many are over-using antibiotics. The over-use is causing the germs to become resistant to the medications.', 'Before antibiotics, people were more susceptible to death from illnesses. With the invention of antibiotics, illnesses have been treated and cured and people have lived longer. The downside is that overuse of antibiotics has caused a problem. Some bacteria has become resistant to antibiotics and the antibiotics no longer work in those cases. It is proposed that antibiotics be used only where necessary and use should be cut back to prevent this growing problem.']",1,15,1572,network,3,213775
Antibiotics are used in meat to get rid of insects that can kill humans if eaten.  Insects are becoming immune to the antibiotics and now it is being asked that humans eat less meat.,4,36,893,0,3,"['Antibiotics have been used to reduce insects in animals raised for consumption. However, many insects have become immune to these antibiotics. These insects will kill many people, and to avoid risk, people should reduce their consumption of meat.']",1,36-1,1572679,chain,1,128806
"Lower rates of heart disease and cancer in previous generations can be explained in part by shorter average life spans due partly to the lack of antibiotics. Heart disease and cancer are more likely to appear in older adults, so a greater percentage of people dying young from bacterial infections results in a smaller pool of people living long enough to enter the higher risk life stage for heart disease and cancer. In current times, however, the rise of antibiotic resistant bacteria threatens the success achieved in treating bacterial infections over the past century. ",4,19,868,0,3,"['People did not live as long to get cancer and other dieses because antibiotics were not around the way they are today so people had not had access to it for a longer time int here body to provent diease and living longer', ""Antibiotics can prevent a lot of deaths. Back in the day, antibiotics wasn't available. This led to people not living long enough to catch a heart disease or cancer."", 'People didn\'t get cancer and have heart problems as much in the past. There are a few reasons for this, including shorter life span. People did get infections because antibiotics hadn\'t been developed. Today there are less infections thanks to antibiotics. Unfortunately infectious diseases are mutating into ""super bugs"" as they have adapted to the antibiotics we have available. Overuse of antibiotics have led to a rise in infections as the drugs are no longer effective to combat the disease. ']",1,19,1576,network,3,394189
"Back in the  day before antibiotics were invented, people died very young from bacterias and cancers because there was no medicine to treat them. Now, we've used antibiotics so readily for many viruses and cancers that we will be immune to them by 2050. There are lots of antibiotics in our foods from animals that have been injected with them to help preserve the meats and other products we eat. It's a problem for sure for us.",4,25,877,0,3,"['People never used to live to the age where cancer usually showed up.  Then penicillin was invented and it helped wipe out infections that used to kill people.  The problem now is we get to much antibiotics to treat ailments and also our food source uses too much antibiotics in the feed for the animals.  Therefore we are becoming resistant to these antibiotics and by 2050 we will be in serious trouble.', ""Many years ago before antibiotics and penicillin people were dying young because of bacterial infections. They weren't able to live long enough to die from such things as cancer. The use of antibiotics in meat which we eat for protein is building a resistance to the antibiotics. "", ""Penicillin has been used as an antibiotic to treat different virus and people needing antibacterial treatment. It's been widely successful.  ""]",1,25,1603,network,3,296678
"Bacteria has been around forever, coexisting with other living things. Some bacteria is good, but some is harmful to humans. Along came antibiotics to help kill off bacteria that make humans sick. Antibiotics are relatively effective but over many decades bacteria have started to become resistant to them and they have become ineffective. We need to find a way for our bodies to naturally fight off bacteria so that we are not reliant on antibiotics.",4,2,876,0,3,"[""Bacteria has always been a part of life. For millions of years, bacteria have cohabited with living things, using us to perpetuate their own existence. Unfortunately, some of these bacteria aren't that great for us, and, can even kill us.  \n\nEnter, antibiotics. \n\nAntibiotics have been used now for many decades to help kill of harmful bacteria, but, at what cost? As we continue our war against bacteria they are fighting back as well, and becoming resistant. Antibiotic resistance becomes a very real threat in our world as they become over prescribed for things that your body should be able to fight off itself. As we look to the future, we should look for others ways to abate bacterial ailments using treatments other than antibiotics. "", 'This article is about antibiotics and its development. Antibiotics are also leads to people sick. It helps to prevent from infections. ', 'Super bug are becoming a hard reality. They have become resistant to anti bacterial medicines that we have created to fight them. They become stronger and harder to kill. Making humans more likely to get sick']",1,2,50,network,3,629971
"The drug penicillin was effective in fighting bacterial infections. However, over time, the bacteria became resistant to the antibiotics. Researchers are now attempting to find a solution.",4,18,884,0,3,"[""Penicillin was developed in the 1930s for use in bacterial infections with great success.  It helped to save many lives.  However, as years went by, resistance to penicillin developed.  Doctors and scientists have worked to overcome this.  It is feared that over-use of antibiotics has weakened the body's immune system."", 'Since the discovery of pennicillan, use of the drug to treat bacterial infections has increased the life span of humans. However, doctors have over prescribed the use of it and have allowed the bacteria to become resistant to the drug. Now some forms of bacteria are totally resistant and researchers are working on the problem. More peoiple are living longer and now developing heart trouble, which had not been a problem because they were not living as long as before penicillin', 'Antibiotics were developed to fight bacteria.  at first, the bacteria died.  then over time they became resistant to antibiotics.  ']",1,18,1575,network,3,110975
"People used to die younger due to lack of modern antibodies and other modern medicines. However, now we have the issue of some pathogens becoming resistant to the cure which now presents a great challenge to modern medicine.  ",4,14,879,0,3,"['People live longer nowdays due to medicine and antibiotics, however some people are becoming resistant to the antibodies which can be a problem.', 'In the past, humans died much younger due to the lack of antibiotics that we have today. Due to the continued use of those antibodies, some strains have become immune to their use. These immunities are called Super Bugs. We must find a solution to this problem to prevent people from having infections that are antibiotic resistant. ', 'People used to die earlier because of bacteria. People now live longer because of our access to anti-bacterial medicines. ']",1,14,1571,network,3,351517
Bacteria are becoming antibiotic resistant.,4,37,882,0,3,"['People need to stop taking antibiotics because bacteria are developing immunity to them. People take antibiotics to fight bad bacteria but the bacteria change to be able to surivive.', 'Dangerous Bacteria-sourced infections have been on an upswing over the past couple of decades and have been resulting in many deaths. This is in large part due to the fact that antibiotics are found in so many places of our daily life from soaps to even being incorporated with everyday items such as toys. This is also due to the over-prescription of antibiotics by well-meaning physicians over the last 50 years. In order to change the trajectory of this upswing, major changes in the way we use antibiotics must be implemented.', 'Antibiotics are being overly prescribed and as a result, bacteria are becoming resistant.  Some bacteria are no longer killed by the antibiotics and a growing number of patients are dying. ']",1,37,1636,network,3,126019
"Antibiotics were discovered a hundred years ago in the 1920's. They helped decrease death from infection dramatically over the following decades. Due to over use and over prescription, people have become immune to the effects and now get infections easier. We need to stop over prescribing and overusing antibiotics.",4,47,897,0,3,"['Overuse of antibiotics over the past century has caused people to develop immunities to their effects. This immunity could result in many more deaths due to infections. Antibiotics should be used sparingly and only in life and death situations to try to slow this.', 'Antibiotics were first discovered over 100 years ago, in the 1920s. For a long time, they greatly helped people live longer lives by fighting off infections that would have resulted in death. However, over time people have become immune to the benefits of antibiotics. This is partly due to the fact that we now are exposed to more antibiotics used in meat, etc., which is causing our bodies to become immune to their effects. Therefore, we should only use antibiotics when absolutely necessary.', 'After being discovered in the 1920s, antibiotics have helped countless people fight off infections. Because of that, the number of people dying from infections decreased dramatically for decades. That led to an increase in the number of people dying from cancer and heart disease.Unfortunatelly, over time people started overusing antibiotics - doctors were prescribing them too often and antibiotics were widely used in meat production. Because of that people nowadays are immune to a lot of antibiotics, which is expected to lead to the death of 50 million people by 2050. It is necessary to find new ways to fight infections in order to prevent that from happening. Also, we need to stop overusing antibiotics.']",1,47,1667,network,3,224983
"Antibiotics are effective in treating bacterial infections. However, the development of antibiotic-resistant 'superbugs' is a cause for concern. Known antibiotics are not effective due to the resistance developed. New antibiotics can be developed to treat such bacterial infections. However, they are difficult and expensive to create. Avoiding meat and other food products that use antibiotics can be helpful for avoiding more resistant bacterial strains. That is a more cost-effective step that can be taken.",4,21,880,0,3,"['Antibiotics have saved many lives over the years and have been effective way to treat infections. But now superbugs exist that are resistant to these antibiotics and it is becoming harder to find effective antibiotics. It is estimated that tens of millions of people will die by year 2050 due to this resistance and antibiotic overuse. It is highly costly to find/develop new effective antibiotics. We can do our part by using antibiotics much less whenever possible and by avoiding consumption of products that were raised on antibiotics such as farmed fish. ', 'Antibiotics were developed to treat infections which was monumental and saved lives.  However, overuse of antibiotics has caused them to be resistant to treatments causing many people to die.  Farmers have been using antibiotics in their products which causes superbugs to develop as a result to the resistance.  People need to be more cautious in purchasing their food to avoid consuming meat produced by giving animals antibiotics.', 'The prevalence of antibiotic usage is resulting in antibiotic resistant organisms. Limiting exposure, including through farming and food intake, may help reduce this antibiotic resistance and individual susceptibility.']",1,21,1599,network,3,295962
"People used to die of diseases. Antibiotics were invented which cured those diseases, but now people are dying from overuse of antibiotics.",4,12,887,0,3,['People used to die from accidents and disease.  Then antibiotics was invented which stopped people from dying of disease.  Now sadly people are dying because of overuse of antibiotics.'],1,12-1,1509253,chain,1,476868
"Fleming discovered the use of antibiotics to cure illness. However due to lack of knowledge of new age drugs, drug abuse and ever-evolving bacterias, antibiotics has become less effective and eventually people would have to rely on their own immune system to combat those antibiotic-resistant bacterias. People should become more concern and rely less on antibiotics.",4,17,891,0,3,"['John Flemming discovered antibiotics many years ago which saved millions of humans from an untimely death. The overuse of those drugs combined with lack of new age medical studies, hence no new antibiotics, people are suffering again. People are dying again from the little germs that are ever evolving, soon we may hit a point of new return, soon the humans might need to rely merely on their own immune systems to protect them as the super bugs emerging are resistant to all present antibiotics. We should all be very afraid. ', 'Alexander Fleming pioneered the use of antibiotics to cure illnesses.  However, their overuse has caused them to become less effective over the years and they are useless against superrbugs.  Therefore, more people are now dying of what were curable illnesses.  We need to now use antibiotics only in estreme cases to curb their overuse and keep them form becoming less effective. ', 'Fleming invented Antibiotics.  While they are awesome and were awesome at killing infections, now they are getting more and more difficult to prescribe because of antibiotic resistant bacteria.  We should prescribe them less.']",1,17,1574,network,3,218199
"Penicillin was invented in 1928. It was used to fight infections and because of that, people started living to be an older age overall. In modern times the overuse of antibiotics in general has caused antibiotic resistant mutations, which means antibiotics are mainly used only for more serious infections now. ",4,39,906,0,3,"['It was about penicillin and how people died all the time without it. Thank God we have penicillin now to save many. ', 'Penicillin use was started in 1928. It saved people lives by fighting infections. Increased use allowed people to grow older as they avoided death by infection. Over-use of penicillin has resulted in penicillin resistant mutations.', 'Penicillin was originally used as an antibiotic starting in the year 1928. It was highly effective at saving the lives of people who would have otherwise died from infections. However, the efficacy of penicillin has decreased over time due to overuse. Due to bacterial mutations that have resulted in penicillin resistance, it is now only used for serious illnesses rather than common maladies.']",1,39,1638,network,3,278462
"Antibiotics are good for treating bacterial infections, however overuse of antibiotics can lead to strains resistant to antibiotics.",4,16,918,0,3,"['Antibiotics are great for use against bacteria, however, over use of antibiotics can cause medicine resistant strains which are more difficult to treat']",2,16-2,1513098,chain,1,83290
"Antibiotics have helped treat people, but now with the over use they don't work good any more with the new world also with what is put into meat that we eat have caused the antibiotics not to work good within our bodies",4,45,881,0,3,"[""Antibiotics were originally developed to fight the bacteria that were causing people to die from infected wounds. They have saved many lives over the years. The drawback, however, is that now that antibiotics are often prescribed when they aren't really necessary, the bacteria are evolving to be resistant to many of them. We also have antibiotics in our food, especially meats, because they are used to keep the animals healthy until it is time for them to be slaughtered for food.\n\nIf we don't change how we are using antibiotics, they will eventually be useless because the bacteria will be full immune. We will be back to having people die from what we currently consider something easy to heal."", ""There use to be a time when bacteria infections use to provide serious harm and maybe even kill you.  But once antibiotics was discovered this went down quite a lot.  But due to the over use of antibiotics bacteria has gotten resistant and even immune to the antibiotics so we now what are called superbugs which we can't kill/treat.  A way to fight this is only use antibiotics for serious  infections and illness and don't eat food raised with antibiotics  "", 'Anitbiotics kill bacteria and this led to many lives being saved. They were a wonder drug that was used to help people over the years. But now they are being used too much, and as a result are not as effective now. Antibiotics have been increasingly used for even minor ailments. This has led bacteria to adapt and become stronger against the antibiotics. The antibiotics are even used in animals now, and can be found in meats that people eat, further compounding the problem of overuse of antibiotics. People need to use antibiotics less now, and only when they are really needed, so that the efficacy of antibiotics are not further diluted.']",1,45,1665,network,3,393021
Antibiotics these days are not helping people like they used to,4,42,889,0,3,"[""Antibiotics are not working like they used to. People are dying because the antibiotics aren't working because people are abusing them and their bodies are too used to them so they don't work as they should. "", 'Basically bacteria is becoming very resistant to antibiotics. ', 'The modern use of antibiotics has helped people to live longer lives by preventing diseases.']",1,42,1662,network,3,80212
"Fleming discovered penicilin which helped fight bacterial infections.  Before this, more people died of disease than of heart failure or cancer.  As more antibiotics are consumed, bacteria becomes more resistant.  Cattle is fed antibiotics in their diet which people ingest when they eat meat.  One way to slow antibiotic resistance is to eat less emat. ",4,13,890,0,3,"[""Antibiotics have saved the lives of millions of people since Fleming's discovery of penicillin. Previously, infectious diseases killed more people than cancer or heart disease but penicillin was able to change that. However, now the overuse of antibiotics is leading to more diseases being antibiotic resistant. This could lead to an increase in deaths due to infections diseases even as soon as 2050. Livestock is often injected with antibiotics which leads to many people unknowingly ingesting antibiotics in their food. Reducing the amount of livestock you eat is one suggestion to perhaps reduce the amount of antibiotics people regularly consume."", 'Humans are becoming antibiotic resistant and should take them only occasionally and try to avoid meat from livestock that have been treated with antibiotics.', 'Before Fleming discovered penicillin there was no defense against bacterial infections and fatality rates were high. But eventually bacteria evolved into a strain that was resistant to antibiotics. This battle between antibiotics and evolving bacteria led to defeatism among scientists considering the war as a lost cause. This must change.']",1,13,1570,network,3,196440
Antibiotics are becoming less and less effective as bacteria is becoming more resistent to it over time. We need to limit our uses of them to prevent this from happening.,4,27,914,0,3,"[""Please note: It's unclear from the instructions whether you want the reconstruction paragraph by paragraph or the overall gist of the article.\n\nEssentially, the article tells us that antibiotic resistance has increases year after year. There was misinformation in the article. Antibiotics only work on bacteria. People have overused them so much that bacteria are now growing resistant to them. The article is recommending that people use them less."", 'Antibiotics have been used to treat illnesses for a long time and they have been effective. Recently they are not being as effective and bacteria is evolving to resist them. One cause of this is possibly we are using antibiotics too much so the bacteria has become effective and resisting. One cure for this is to begin using antibiotics less. She should be using them less when treating illness and we should also not use them in agriculture products', 'Antibiotics are being overused and in recent years bacteria have started to resist the effects making them less effective.  We need to use antibiotics less and one way to do this is not to deploy them in agriculture.']",2,27,1605,network,3,49299
This article describes how humans are getting used to taking antibiotics and antibiotics aren't working for us anymore to fight infections. The meat industry is now injection meat with antibiotics for consumption and it isn't helping the situation of us being able to fight infections.,4,32,919,0,3,"['We have cancer and other diseases in the world. Today infections are most common. The use of antibiotics help reduce those infections. Unfortunately antibiotics are consumed too much which makes the body resistant to their effects yet Big Pharma keeps pushing them anyway. With the body getting resistant, antibiotics are less helpful. Today the meat industry is inserting antibiotics into their meat not helping humans at all in their fight against infections. ']",2,32-2,1568836,chain,1,226770
When antibiotics where first made they helped fight viruses and helped people live longer. These days people are using antibiotics to much making them less effective,4,1,885,0,3,"[""Before Alexander Flemming developed antibiotics, people used to die to viruses. They did not live long enough to die from heart attacks or cancers before the early 1900's. Now some viruses are becoming of antibiotics because the viruses become so immune an resilient towards them because people take a lot of antibiotics for very little problems."", 'Today many people die of heart disease and various cancers. In the early 1900s life expectancy was much shorter. Many people passed away from simple viruses. Then Mr. Fleming discovered antibiotics, this discovery prevented many deaths. \nViruses are now growing stronger, and more resilient to our antibiotics. It has been suggested that people curb their antibiotic use to prevent the viruses to continue to build a tolerance to antibiotics. ', 'people died from viruses and bacteria long before they died from cancer or heart disease prior to the introduction of antibiotics.  now however people are the bacteria is becoming resistant to the antibiotics and some say this is irreversible.  others believe we should stop using them for small infections and hopefully they can regain some of their power to fight the bigger infections']",1,1,49,network,3,375786
"over use of antibiotics has resulted in them becoming less effective in disease prevention as bacteria are becoming more resistant to them.
Antibodies are another way in which we fight disease, but as we get older, we produce less of them.",4,3,888,0,3,"['The over-usage of antibiotics as a solution for every disease is becoming less effective over time as bacteria are becoming resistance to the antibiotics. This actually results in people getting sick more frequently. It is advisable to not take antibiotics for every illness and let some run their course. Alexander Fleming first discovered the antibiotic treatments with penicillin and they have been used ever since. Those antibiotics tested on animals are particularly susceptible to producing bacteria that are resistant to antibiotics. ', 'Alexander Fleming discovered antibiotics. Over the years, however, we have overused them. As a result of this overuse, bacteria are beginning to exhibit a resistance to the extent that the medication is no longer as effective as it once was. To counter this, medical personnel have been advised to use fewer antibiotics when they treat infections, and to find alternative treatments for their healthier patients.\n\nAntibiodies are another way we can fight diseases. When we are young, these antibodies form an excellent resistance by identifying and destroying invading germs. As we age, however, this defense becomes less successful, because we are no longer able to produce as many new antibodies as we previously could.', 'The overuse of antibiotics has led to antibiotic resistance in human bodies. We are now more susceptible to infections because of it.']",1,3,51,network,3,517824
"Antibiotics were originally developed to fight infections and have saved many people since they started being used. Unfortunately, overuse and over-exposure to antibiotics have cause super bugs to develop. These super bugs are resistant to all or most conventional antibiotics. The overuse of antibiotics (such as prescribing them when none are needed) has lead to the development of resistant strains of bacteria. Over-exposure to antibiotics is another problem and can often be caused by ones diet. Farmers use antibiotics in the raising and processing of their livestock, so it's a good idea to limit such foods in ones diet. Drug-resistant bacteria have become such a problem that the number of people dying to them could be in the millions by 2050. On top of that, researching and developing new and effective antibiotics is costly, complicated, and slow. As such, people need to be more mindful of their exposure and consumption of antibiotics.",4,21,920,0,3,"['The prevalence of antibiotic usage is resulting in antibiotic resistant organisms. Limiting exposure, including through farming and food intake, may help reduce this antibiotic resistance and individual susceptibility.', 'Antibiotics have saved many lives over the years and have been effective way to treat infections. But now superbugs exist that are resistant to these antibiotics and it is becoming harder to find effective antibiotics. It is estimated that tens of millions of people will die by year 2050 due to this resistance and antibiotic overuse. It is highly costly to find/develop new effective antibiotics. We can do our part by using antibiotics much less whenever possible and by avoiding consumption of products that were raised on antibiotics such as farmed fish. ', 'Antibiotics were developed to treat infections which was monumental and saved lives.  However, overuse of antibiotics has caused them to be resistant to treatments causing many people to die.  Farmers have been using antibiotics in their products which causes superbugs to develop as a result to the resistance.  People need to be more cautious in purchasing their food to avoid consuming meat produced by giving animals antibiotics.']",2,21,1599,network,3,435091
